t_day,thp_laner12,thp_earth12,thp_xu17,thp_mon_xu17,thp_tue_xu17,thp_wed_xu17,thp_thu_xu17,thp_fri_xu17,thp_sat_xu17,thp_sun_xu17,thp_mon_xu17_residential,thp_tue_xu17_residential,thp_wed_xu17_residential,thp_thu_xu17_residential,thp_fri_xu17_residential,thp_sat_xu17_residential,thp_sun_xu17_residential,thp_mon_xu17_office,thp_tue_xu17_office,thp_wed_xu17_office,thp_thu_xu17_office,thp_fri_xu17_office,thp_sat_xu17_office,thp_sun_xu17_office,thp_mon_xu17_transport,thp_tue_xu17_transport,thp_wed_xu17_transport,thp_thu_xu17_transport,thp_fri_xu17_transport,thp_sat_xu17_transport,thp_sun_xu17_transport,thp_mon_xu17_entertainment,thp_tue_xu17_entertainment,thp_wed_xu17_entertainment,thp_thu_xu17_entertainment,thp_fri_xu17_entertainment,thp_sat_xu17_entertainment,thp_sun_xu17_entertainment,thp_wkdy_trinh17_1,thp_wkdy_trinh17_2,thp_wknd_trinh17_1,thp_wknd_trinh17_2,thp_mon_italy_jan,thp_tue_italy_jan,thp_wed_italy_jan,thp_thu_italy_jan,thp_fri_italy_jan,thp_sat_italy_jan,thp_sun_italy_jan,thp_mon_italy_mar,thp_tue_italy_mar,thp_wed_italy_mar,thp_thu_italy_mar,thp_fri_italy_mar,thp_sat_italy_mar,thp_sun_italy_mar,thp_mon_seoul_jan,thp_tue_seoul_jan,thp_wed_seoul_jan,thp_thu_seoul_jan,thp_fri_seoul_jan,thp_sat_seoul_jan,thp_sun_seoul_jan,thp_mon_seoul_mar,thp_tue_seoul_mar,thp_wed_seoul_mar,thp_thu_seoul_mar,thp_fri_seoul_mar,thp_sat_seoul_mar,thp_sun_seoul_mar,thp_mon_feldmann_isp_ce_mar,thp_tue_feldmann_isp_ce_mar,thp_wed_feldmann_isp_ce_mar,thp_thu_feldmann_isp_ce_mar,thp_fri_feldmann_isp_ce_mar,thp_sat_feldmann_isp_ce_mar,thp_sun_feldmann_isp_ce_mar,thp_mon_feldmann_isp_ce_apr,thp_tue_feldmann_isp_ce_apr,thp_wed_feldmann_isp_ce_apr,thp_thu_feldmann_isp_ce_apr,thp_fri_feldmann_isp_ce_apr,thp_sat_feldmann_isp_ce_apr,thp_sun_feldmann_isp_ce_apr,thp_mon_feldmann_isp_ce_jun,thp_tue_feldmann_isp_ce_jun,thp_wed_feldmann_isp_ce_jun,thp_thu_feldmann_isp_ce_jun,thp_fri_feldmann_isp_ce_jun,thp_sat_feldmann_isp_ce_jun,thp_sun_feldmann_isp_ce_jun,thp_wknd_feldmann_isp_ce_feb22,thp_wkdy_feldmann_isp_ce_mar25,thp_wkdy_moreira_pre_lock_feb19,thp_wkdy_moreira_pre_lock_may19,thp_wkdy_moreira_pre_lock_jul19,thp_wkdy_moreira_pre_lock_oct19,thp_wknd_moreira_pre_lock_feb19,thp_wknd_moreira_pre_lock_may19,thp_wknd_moreira_pre_lock_jul19,thp_wknd_moreira_pre_lock_oct19,thp_wkdy_moreira_lock_mar20,thp_wkdy_moreira_lock_apr20,thp_wkdy_moreira_lock_may20,thp_wkdy_moreira_lock_jun20,thp_wknd_moreira_lock_mar20,thp_wknd_moreira_lock_apr20,thp_wknd_moreira_lock_may20,thp_wknd_moreira_lock_jun20
0.0,0.5425335452608474,0.790259741075698,0.5062778903137816,0.41083068003281936,0.4276674038795804,0.494091814030044,0.4720400786819555,0.5004825638839365,0.612383225213485,0.6274163155904118,0.5275297558876701,0.7006272729068195,0.7004460960031568,0.639439993023196,0.5484279841628402,0.7543380888580725,0.7204026545532041,0.17788620552692574,0.17703060495641534,0.1929404250598359,0.2088223724014169,0.19925780119266465,0.52563024578632,0.5529360640011665,0.0013649998931250208,0.029206220985628518,0.045106466776757434,0.015078451620032653,0.0241415227963436,0.05610076234839707,0.3154645176990004,0.22469503861090445,0.20340615914413604,0.2032105898300472,0.2409305768249133,0.1975162552229656,0.21627755885434624,0.2397697394694004,0.5419603742967319,0.8141480998119348,0.4507334703665126,1.0,0.6076827657786357,0.6327496166574926,0.6853999300308179,0.7223994353889398,0.8944788970707005,0.8425632080386378,0.7126729432318192,0.6056977839643896,0.4748777760482447,0.3611129131007141,0.3427130670229112,0.6060756283699364,0.8171282050842243,0.5221798818781873,0.6344124318557478,0.634084589796941,0.5955055002552174,0.7694993290617179,0.891515780474028,0.8181541341004672,0.8476982476279427,0.720561862128011,0.7753562940829472,0.6991220191874578,0.7875794772523245,0.7534118084480929,0.8045703278524872,0.7809992077695492,0.4930564527926232,0.4701580894904068,0.5685031275118627,0.5538168521668284,0.5419873472980825,0.5487833354822419,0.7226657666019854,0.5689229592985129,0.4795179356190756,0.3896410072314878,0.746063049465053,0.789126929772468,0.6775785051996869,0.5783398653043187,0.5015675944065284,0.4432058789108302,0.37677893782205296,0.6553088395778236,0.6804777759535581,0.7904718378060548,0.6396593619115448,0.5901898734177216,0.5158227848101267,146.30185495840772,111.98391937843436,133.23709369313153,116.9537760434765,60.83693533385867,43.98455385705998,49.396695372316344,46.59049954859214,133.4720113865095,146.0124367164838,132.00916964495678,142.8065648468175,68.22602998912818,58.61996664129218,74.6229625632899,53.19253892901671
0.006944444444444444,0.5127965552118978,0.763942934133079,0.4628338143279174,0.3967175807251136,0.4000568383125502,0.4425973575503449,0.4513397649812139,0.4476245465494612,0.5864334629424772,0.6264271439154308,0.510431390974665,0.6836816933188277,0.6249645007971252,0.7008910459155956,0.528286542877516,0.7373173229870628,0.6863822376902289,0.1707580033702489,0.16718434322962025,0.1834747350603176,0.1965956347391616,0.18554872475588272,0.5023936873489099,0.5281592315294971,0.0013807794571164644,0.028171091768165693,0.04302558044172195,0.01631704179441949,0.02391288899495209,0.04383620007776929,0.2953581045267421,0.2179285084739783,0.1956323627831055,0.19438077944639529,0.2290760056219825,0.19311434414839565,0.2126563851033992,0.23047948715458985,0.518934457197871,0.7951735157520394,0.4553547849066986,0.9617444228942118,0.5858373621491411,0.6026734486565384,0.6478868685904732,0.7000537138981019,0.8778433277440322,0.8149432573122891,0.6922403154365327,0.5683226603257608,0.4488290000667564,0.3395983298254349,0.3245237513349451,0.5885374287191903,0.7864660714987314,0.5092863519029919,0.6145711344106776,0.6078060011544352,0.5761903502910746,0.7532850870173899,0.8722545233059724,0.7935869226039224,0.8226117274009632,0.6905567640809632,0.7489131155478426,0.6752050127458642,0.7586773445622399,0.7178516133405349,0.7809061565378984,0.7469764516947652,0.4701816843533768,0.4493695027077416,0.5426081740071909,0.5430784296895868,0.5143508007385673,0.5234676089871956,0.6958114357192761,0.5426552015633833,0.4443357114565624,0.3773807840862944,0.7168196766963697,0.7592974561473574,0.6530276928461001,0.5507795452733877,0.4486093693751886,0.3995405699512798,0.3717538430285137,0.6369239910136776,0.6677953722312501,0.7471203543927495,0.5923119864995565,0.5598628691983123,0.4891877637130802,139.27800328095316,111.26674001460397,129.42906688752072,115.42012745568778,58.83567040863233,43.4521955637379,48.78463168727949,45.47687588359542,130.55645081244515,142.14956815076664,128.73246552817233,138.5376045935585,66.59913295819646,56.71695865030598,71.88463318053742,51.68929123454172
0.013888888888888888,0.4839801545030109,0.7361694132545002,0.4491238306976876,0.31703384370973503,0.4579631632154955,0.4599731543225595,0.3980322870164065,0.42574471573062894,0.5446243086598054,0.5478220928677502,0.4933330260616597,0.6099980013316276,0.5384007339059674,0.5491767101553439,0.5081451015921943,0.7218312409063915,0.6560024155343931,0.16362980121357204,0.1573380815028252,0.17573795524254152,0.1843688970769055,0.17183964831910253,0.4791571289114968,0.5033823990578244,0.0013965590211079085,0.02713596255070287,0.04094469410668635,0.017555631968806402,0.023684255193560617,0.03157163780713994,0.27525169135448124,0.21116197833705214,0.1878585664220749,0.1855509690627428,0.21722143441905087,0.1887124330738263,0.20903521135245168,0.22255215769717676,0.4959085400990101,0.7761989316921442,0.4599760994468846,0.9234888457884236,0.5650396355107633,0.5758582607731946,0.6132512103368903,0.6755621548583126,0.8612077584173636,0.7851124446538542,0.6718076876412452,0.5352165756148141,0.4248398808525127,0.3205807254441951,0.3076009925935512,0.5707922145977069,0.7542555586761389,0.4970902222277512,0.5944650932688492,0.5815274125119265,0.555244000087127,0.7532850870173899,0.8510995508098835,0.7701724706197254,0.7896427779797183,0.6637178928427337,0.7219814006512745,0.650042578690728,0.724584088224336,0.6822914182329771,0.7568022160612607,0.7159272446049101,0.4473069159141335,0.4285809159250736,0.5167132205025156,0.532340007212345,0.489348609264436,0.4981518824921475,0.6502384640019064,0.4980651299643178,0.4093187820692425,0.3441606495038261,0.6875763039276864,0.715411023456746,0.6284768804925117,0.5232192252424549,0.44712423788231387,0.3945792959646772,0.33798328269629,0.6185391424495317,0.5998777595940249,0.7045252900222084,0.5525058518599054,0.5295358649789029,0.4625527426160338,132.25415160349863,110.54956065077357,125.62104008190991,113.88647886789907,56.834405483406,42.919837270415826,48.17256800224264,44.363252218598696,127.6408902383808,138.28669958504952,125.45576141138785,134.26864434029952,64.97223592726473,54.81395065931979,69.14051817180851,50.18604354006673
0.027777777777777776,0.42988133036421583,0.6778466900590561,0.3908585465269948,0.3442102258152399,0.3342245115645206,0.3462953314818473,0.37442159978617773,0.3527862515905686,0.4734527988339797,0.4847946350982386,0.4591362962356493,0.4772985816692652,0.3965855938465083,0.4799901367583548,0.4678625278492221,0.6908590767450488,0.5633930604902365,0.14937339690021828,0.14088596082508165,0.1602643956069898,0.1620665326003993,0.15084959309232693,0.4331023367821844,0.4538287341144792,0.0014281181490907954,0.025065704115777226,0.03678292143661528,0.02003281231758015,0.0232269875907776,0.02946677944173756,0.26267409482911863,0.1976289180631998,0.1723109737000138,0.16789134829543834,0.20488769186820605,0.17990861092468646,0.2017928638505566,0.20669749878235055,0.4498567059012883,0.7382497635723534,0.4692187285272566,0.8469776915768472,0.5290473019395953,0.51267205677934,0.5238523675541843,0.6279012503391774,0.7682770204583714,0.7391684810362478,0.6295313157877456,0.4776071700700684,0.3832708406462911,0.2884213897505747,0.2759663995370806,0.5287605770843323,0.690951506848615,0.4564831402655197,0.5536568912611076,0.533955603147555,0.5086488751555173,0.7021817092781804,0.800333211568103,0.7307897783880648,0.7268304317248895,0.6153631367524114,0.6643500966416443,0.5942031478972283,0.6531232153214939,0.6613627318850552,0.7047066542495755,0.6584517523427229,0.4015573790356408,0.3870037423597377,0.4649233134931652,0.5108631622578617,0.4659653756975533,0.4475204295020532,0.5926130329866384,0.4453918841255749,0.3723378891176678,0.30237253058527314,0.62908955839032,0.6270656472567376,0.5793752557853364,0.4680985851805913,0.3872217579765973,0.3307401687131178,0.3019177786417933,0.5817694453212396,0.5713507805675928,0.6532556290609108,0.5053086206010002,0.4688818565400845,0.40928270042194104,118.20644824858951,108.9872492383282,117.79093366072414,110.96421309634967,53.25656565273293,41.69016922996173,46.90858426397292,42.32044032464434,121.84092239076831,130.6056880282474,118.8766177980469,125.52237852271188,61.63715123020171,50.94263480266331,63.57346252259791,47.51986519185956
0.034722222222222224,0.3951704434117724,0.6482576939707665,0.3652018087502503,0.344147946401274,0.3224913013438518,0.3569820415616957,0.3408177285213751,0.3441030384608187,0.4770154182820473,0.4763433175454746,0.442037931322644,0.4567360059607829,0.3793344620604085,0.4066872670264622,0.4477215316925238,0.6602908126367184,0.4984734405891207,0.1422451947435414,0.13517955211221067,0.15252761578921373,0.15518520194958754,0.14067810088515909,0.4109147827334395,0.4340033148393793,0.0014438977130822395,0.024030574898314398,0.03470203510157967,0.021271402491966983,0.0229983537893861,0.032119849906978123,0.2605654813177953,0.19086238792627366,0.1645371773389832,0.16033216760605218,0.2006366574781316,0.17550669985011655,0.19817169009960908,0.1987701693249375,0.4268307888024274,0.719275179512458,0.4738400430674426,0.8087221144710591,0.5025915555028648,0.4815251755806149,0.4902376685661218,0.6081049773677796,0.7291563937229371,0.7130119639854727,0.6052649062569222,0.4491627530112303,0.3654633901658888,0.2781447232333403,0.2655420826110619,0.5064568188478701,0.6663284963915742,0.433642478233284,0.5328388700728977,0.5112960883806469,0.4856405136712825,0.6766300204085756,0.7721676066430305,0.7112409055779454,0.6959773062613104,0.5951684952484388,0.636724753671713,0.5650915558993523,0.619162139935708,0.6404340455371337,0.6743256659071349,0.6347170418497485,0.3786826105963944,0.36621515557707,0.4390283599884899,0.5001247397806199,0.4542737589141119,0.4222047030070051,0.5616972611755646,0.42799373682403663,0.3454455219384149,0.28584441463514804,0.5998461856216367,0.5996520204753659,0.5548244434317481,0.4405382651496604,0.351025209977992,0.3152678673090269,0.2835671246129973,0.5633845967570935,0.5288572446795511,0.5983708649015863,0.4941661330167279,0.4385548523206752,0.3826476793248946,112.58562167521958,107.41048474536827,113.83605452738162,109.58308974171946,51.64818293988343,40.878818034894756,46.24019428504691,41.417411120085575,119.01333431903686,126.72674310452918,115.568848348978,121.17139961968789,60.050107903970655,49.0237461966218,60.763655055062664,46.292564779723136
0.04861111111111111,0.3347874133081528,0.5850859863198752,0.3193346721165277,0.2729102186377181,0.2901344977898446,0.29638191705578226,0.29623004131139663,0.2931317748642104,0.39671256164262536,0.42855487562023503,0.3567421688345249,0.4163987289391093,0.3448321984882097,0.35506775074806257,0.3848072884892989,0.5118929300593943,0.4261257705856228,0.12798879043018768,0.12376673468646847,0.13705405615366206,0.1414225406479633,0.1203351164708247,0.36653967463595255,0.3962536224823335,0.0014754568410651268,0.02196031646338872,0.030540262431508588,0.02374858284074081,0.022524661553703976,0.037425990837458914,0.25634825429514885,0.17732932765242135,0.14860815591014115,0.15067598431259496,0.19213458869798214,0.16670287770097728,0.19092934259771446,0.18377742998237293,0.3807789546047056,0.6813260113926674,0.4503555887382203,0.7309006265585455,0.4452508430229901,0.4239700218251963,0.4243950959547885,0.5639832859803527,0.6652956381947612,0.6506670060681572,0.5488182914295108,0.4007434128377528,0.33615039907565164,0.2575913901988727,0.2446934487590258,0.4659348270096859,0.5957472292156314,0.3887785647210589,0.4906814427727396,0.4668492060586723,0.43971813798295145,0.6269530502802964,0.7127743919037315,0.6713184189723503,0.6441444325660131,0.5502641915478668,0.5822264290890803,0.5114683270266643,0.5570600573090965,0.5985766728412901,0.6137395318862524,0.5879291325514876,0.33293307371790465,0.3246379820117368,0.3872384529791429,0.4786478948261365,0.4308905253472288,0.3995065583374549,0.5017432903879788,0.3757281098525566,0.3046587713479541,0.25278818273489995,0.5420149444233452,0.5357743813434586,0.5057228187245729,0.3854176250877949,0.30977090669209123,0.2781922275687368,0.2487295957260444,0.5108916844760589,0.4695931622708472,0.5450671880962651,0.4507478012722403,0.3876582278481014,0.3391350210970465,106.34016294308668,99.7984841370013,105.47863498573511,105.34403677816647,48.45940436119499,39.111763415468815,43.613822864161904,39.92024735923997,114.844769041629,119.00503971764019,108.62409071455365,113.38145136997966,56.98670504987301,45.50027892442652,55.71531440062286,43.00109621618351
0.05555555555555555,0.30915248787190625,0.5519233010031812,0.3010790407089465,0.26143156453411753,0.2801323449248659,0.2877150907791767,0.2856348875010145,0.28067639345260603,0.3617911366187869,0.3899009185801183,0.312181960453735,0.39725342959431537,0.3288141340149136,0.3425405854825275,0.3397616808088996,0.3780663072262164,0.4129800146685647,0.12086058827351083,0.11806032597359745,0.12931727633588644,0.13454120999715158,0.11016362426365683,0.3443521205872077,0.3773787763038094,0.0014912364050565705,0.021394869820385604,0.02845937609647312,0.02498717301512765,0.022010741480332448,0.04007906130269948,0.25423964078382555,0.17056279751549516,0.1403381752257119,0.14584789266586648,0.1878835543079078,0.16230096662640736,0.187308168846767,0.17697767043721466,0.3575255800741459,0.6622052118107106,0.41869814624952895,0.6897558880441732,0.4194223411409497,0.393784961664012,0.3975875412380159,0.5348553444176172,0.6312241488792764,0.6151165153753361,0.5219558406095134,0.37910287464204506,0.32339462228132737,0.24731472368163826,0.2342691318330071,0.4452441787519757,0.5657777048829686,0.3678669009236407,0.4694578969830873,0.44478832801595497,0.41814638128667203,0.6035184777520486,0.6837089781559004,0.6502518173458276,0.6219458409245239,0.5285455956294374,0.5585460725127966,0.4891442701410381,0.5349381595376609,0.5778159907380741,0.5849451094635457,0.5653130961382904,0.31005830527865835,0.30384939522906884,0.3613434994744677,0.4679094723488948,0.4191989085637875,0.40165182518302384,0.4748889595052703,0.3549509656232987,0.2878169312514441,0.2418203892266756,0.5221686585312867,0.5281888257644511,0.4811720063709861,0.35785730505686403,0.2803134791720793,0.2607874914843479,0.23543797261191945,0.4750763213781957,0.4343438163828986,0.503301995221096,0.4135066097027465,0.3670886075949368,0.3222573839662448,103.21743357702023,95.99248383281781,101.22077844701856,103.1719075801834,47.650253860896555,37.32607648770239,41.80182839899249,39.21718171895122,112.83820206780732,115.15962653970247,104.89675488619376,109.73001906739051,55.47943000373132,43.7954871300379,53.37014058081833,41.447326323234
0.0625,0.28437424909576103,0.517904380633244,0.28559237157754463,0.2452644820054757,0.2719237984049381,0.25216799558399833,0.2750397336906317,0.2574742854945678,0.3595778554362428,0.3751956260383088,0.2886967700519439,0.3781081302495216,0.3148223759896843,0.3300134202169916,0.2947160731285004,0.3645272053930593,0.3998342587515066,0.11373238611683395,0.11235391726072648,0.12158049651811033,0.12765987934633946,0.1036237404396236,0.3221645665384628,0.35850393012528525,0.0015070159690480144,0.02153952384168898,0.026378489761437512,0.026225763189514563,0.021496821406960912,0.04273213176794004,0.2521310272725021,0.163796267378569,0.13206819454128266,0.14101980101913775,0.18363251991783308,0.15628572536450214,0.18368699509581948,0.17017791089205636,0.3345509638207018,0.6405493133960194,0.3855175789058651,0.64744191207337,0.39435072776090585,0.3715872566418431,0.37285082615712456,0.506698140436192,0.5963881340893323,0.5829360318183494,0.4964166225657064,0.3574623364463386,0.3106388454870015,0.23703805716440385,0.2238448149069884,0.4202684242967924,0.5366558714668458,0.3487089179107273,0.4482343511934316,0.42311004339870495,0.3976462690115218,0.578922353520004,0.6563505254030033,0.626271952288407,0.6001936112789201,0.5068269997110062,0.5373299032250504,0.4708278950269774,0.5196333544765219,0.5572897335145182,0.5570605228138881,0.5430207381567687,0.28718353683941195,0.28306080844640097,0.3354485459697925,0.45717104987165297,0.40750729178034617,0.4037970920285929,0.4489674684618485,0.336689191655752,0.2718865752826056,0.2311369483907482,0.5023223726392281,0.4907087997363812,0.4654294634742247,0.3302969850259313,0.2790803409757777,0.2471057865444101,0.22283644494680596,0.4612528313844661,0.3988294876177399,0.4800730409242662,0.3887376061909493,0.3465189873417723,0.3053797468354431,100.09470421095378,92.18648352863431,96.97862922894086,100.99977838220033,46.841103360598126,35.45318558992328,39.814247002864455,38.429140270260376,111.0926299233421,111.29166266725689,101.1511248324381,106.11208656147112,53.97738728657381,42.09791757007358,51.053573229474274,39.86484954119273
0.06944444444444445,0.2625876344838983,0.4814652056280122,0.27125612593837484,0.2275760642064845,0.24058406892213655,0.23973298396973816,0.261502718469196,0.2425471713257892,0.3381918664681584,0.3630220364446641,0.2706756503676072,0.35896283090472764,0.3008306179644559,0.31748625495145644,0.2758094000336333,0.350988103559904,0.3866885028344503,0.10660418396015707,0.10664750854785547,0.1152060623769534,0.12077854869552775,0.0990879992827418,0.29997701248972075,0.33962908394676355,0.001522795533039458,0.02168417786299236,0.024569539128712358,0.027464353363901392,0.02098290133358938,0.04509441509773097,0.25002241376117906,0.15702973724164285,0.1237982138568534,0.1361917093724093,0.17927932582668302,0.1500562279773049,0.17853176628054845,0.16337815134689895,0.31239124475396873,0.6121216401711884,0.373527970152734,0.6173804042000103,0.37264052404081743,0.3550880738466641,0.351673411557864,0.4781581897787859,0.5647612315691439,0.5553164994407822,0.4730159511559672,0.3377937193606167,0.29833855121930825,0.2291702132439483,0.21342049798096965,0.3952926698416092,0.5089094518559449,0.3313418148942117,0.4279544791479111,0.4045380544740277,0.380917244304749,0.5588906789313618,0.629848218477614,0.6018979302660503,0.5788330861930465,0.4851084037925745,0.5183573196473102,0.4527064310406183,0.5043285494153811,0.5364714535994167,0.5356285486427619,0.5216265058114068,0.26430876840016565,0.2622722216637357,0.3095535924651205,0.44643262739441136,0.3958156749969048,0.4059423588741618,0.4262367037989492,0.3244820918537498,0.2578262758812181,0.22032694704407166,0.4789562921904722,0.4612478389472151,0.4508500675113618,0.3240527085265688,0.2618881872549132,0.2334240816044741,0.2176313175384721,0.4033224817879414,0.37898127617246896,0.4747888975856957,0.37331624483218057,0.3259493670886077,0.2885021097046414,96.97197484488733,88.03262810765638,92.77947780185337,98.41704304405894,46.039186864210265,33.565430880918946,37.78619036105533,37.72934748054492,109.34705777887689,107.46414909681658,97.38950377568699,102.49415405555172,52.502458787787546,40.423820362733,48.74720178318493,38.10937127084405
0.07638888888888888,0.2413653130467972,0.4492403239898953,0.2553889985129585,0.21375047283652174,0.2305099436476797,0.22756504006000586,0.2336681529264765,0.2237373697259773,0.31565273575852115,0.3531109458600598,0.25265453068327043,0.33981753155993377,0.2868388599392266,0.30237692042011266,0.2639277049514306,0.3374490017267469,0.3735427469173922,0.0994759818034802,0.10094109983498448,0.10985894623949136,0.1138972180447156,0.0945522581258606,0.2807759440031444,0.3207542377682395,0.0015385750970309015,0.021828831884295737,0.023747056535906187,0.02743271408438675,0.02046898126021791,0.041951780234227735,0.2479138002498557,0.15026320710471672,0.11552823317242415,0.13136361772568053,0.1697194024160868,0.14382673059010842,0.16500990086717301,0.15657839180174066,0.2904128352399655,0.5821033781628779,0.35934449760397513,0.5854780295152898,0.3535969559726287,0.3385888910514851,0.33203996220370396,0.4501663855955698,0.5363439616946776,0.5276969670632169,0.4496152797462264,0.31817325457985435,0.2916004421388044,0.2272662854255501,0.20405158201672932,0.3711150310623952,0.4827764221465721,0.3158684989653716,0.4082207595700636,0.38717842261518537,0.36472401427537504,0.5401303244501336,0.602660823097295,0.5784168236082575,0.5586846098934879,0.4648033262383098,0.5000981905993797,0.4350621316858584,0.4891576805618633,0.5155563792655148,0.5151141241590209,0.4998023165597875,0.25202005379234843,0.24148363488106786,0.2836586389604453,0.4356942049171697,0.38412405821346346,0.40808762571973095,0.3952818234500182,0.31227499205174925,0.24710108332505426,0.209505993792156,0.4507038895609508,0.4307314034368234,0.43627067154849797,0.31790690832417895,0.2459266168011541,0.2213817264728808,0.2140473517203119,0.3981877651870167,0.35574633422490315,0.4230775593969276,0.3577873505616477,0.3053797468354432,0.27162447257383976,93.84924547882088,82.99432399206509,88.37347621964099,95.82736141460411,45.23867128481757,31.689271786508677,35.79276295815258,37.12902002920782,107.43724084220928,103.6633366714338,93.74871340093192,98.88935384738966,51.03810555575034,38.78862886220339,46.420670290146454,36.35389300049537
